time,x,y,z
1542665780.524659,-0.5985504150390625,6.792350109863281,5.829881042480468
1542665780.588129,-0.5626373901367188,6.744466076660156,5.968744738769531
1542665780.593528,-0.4860229370117187,6.660669018554687,5.760449194335937
1542665780.598902,-0.36391865234375,6.852205151367187,5.9017070922851556
1542665780.604332,-0.6057330200195312,6.768408093261718,6.016628771972656
1542665780.609713,-0.5147533569335937,6.636727001953124,5.858611462402344
1542665780.61513,-0.3447650390625,6.789955908203124,5.8610056640625
1542665780.620545,-0.4908113403320312,6.842628344726562,5.729324572753906
1542665780.625935,-0.49320554199218747,6.619967590332031,5.729324572753906
1542665780.631386,-0.4525041137695312,6.8785413696289055,5.856217260742187
1542665780.6368,-0.6009446166992187,6.751648681640624,5.813121630859374
1542665780.642203,-0.4525041137695312,6.675034228515624,5.894524487304687
1542665780.647562,-0.4572925170898437,6.768408093261718,5.805939025878906
1542665780.652954,-0.354341845703125,6.801926916503906,5.889736083984375
1542665780.658336,-0.469263525390625,6.888118176269531,5.655104321289063
1542665780.663789,-0.35673604736328124,6.806715319824218,5.68862314453125
1542665780.669189,-0.47165772705078124,6.756437084960937,5.8610056640625
1542665780.674569,-0.4860229370117187,6.79953271484375,5.755660791015624
1542665780.679979,-0.33039982910156246,6.7085530517578125,5.717353564453124
1542665780.685388,-0.584185205078125,6.734889270019531,5.7077767578125
1542665780.690791,-0.5051765502929687,6.672640026855468,5.786785412597656
1542665780.696182,-0.3112462158203125,6.605602380371093,5.760449194335937
1542665780.701572,-0.33518823242187495,6.5960255737304685,5.968744738769531
1542665780.706928,-0.5985504150390625,6.873752966308594,5.963956335449218
1542665780.712324,-0.3232172241210937,6.610390783691406,5.805939025878906
1542665780.717711,-0.5961562133789062,6.797138513183594,5.832275244140624
1542665780.723109,-0.5985504150390625,6.6319385986328125,5.8610056640625
1542665780.728525,-0.5865794067382812,6.766013891601562,5.7125651611328125
1542665780.733952,-0.3136404174804687,6.828263134765624,5.884947680664062
1542665780.739351,-0.46208092041015625,6.72291826171875,5.928043310546875
1542665780.744767,-0.4572925170898437,6.742071875,5.813121630859374
1542665780.750168,-0.39983167724609375,6.842628344726562,5.810727429199218
1542665780.75556,-0.4644751220703125,6.701370446777343,5.72693037109375
1542665780.760944,-0.5003881469726562,6.742071875,5.767631799316406
1542665780.766322,-0.45489831542968745,6.852205151367187,5.772420202636718
1542665780.771708,-0.5051765502929687,6.76122548828125,5.793968017578124
1542665780.777088,-0.5027823486328125,6.734889270019531,5.777208605957031
1542665780.782502,-0.33039982910156246,6.7803791015625,5.8226984375
