time,x,y,z
1542519804.132939,-2.5330653564453125,7.592013464355468,-6.6343328002929685
1542519804.140113,-2.5234885498046875,7.685387329101562,-6.612784985351562
1542519804.145506,-2.3391350219726563,7.809885815429687,-6.339845996093749
1542519804.150909,-2.540247961425781,7.587225061035156,-6.742071875
1542519804.156302,-2.5354595581054684,7.735665563964844,-6.536170532226562
1542519804.161697,-2.3415292236328122,7.5465236328125,-6.545747338867187
1542519804.167092,-2.5641899780273434,7.709329345703124,-6.6893994384765625
1542519804.172484,-2.3343466186523436,7.771578588867187,-6.687005236816406
1542519804.177874,-2.4564509033203126,7.654262707519531,-6.643909606933593
1542519804.183259,-2.5043349365234375,7.694964135742187,-6.461950280761719
1542519804.188654,-2.4444798950195312,7.563283044433593,-6.449979272460937
1542519804.194047,-2.5426421630859375,7.721300354003906,-6.6343328002929685
1542519804.199442,-2.4564509033203126,7.71890615234375,-6.653486413574218
1542519804.204836,-2.521094348144531,7.694964135742187,-6.660669018554687
1542519804.210227,-2.4660277099609376,7.726088757324218,-6.581660363769531
1542519804.215614,-2.5905261962890624,7.654262707519531,-6.347028601074219
1542519804.221124,-2.530671154785156,7.687781530761718,-6.591237170410156
1542519804.226537,-2.482787121582031,7.730877160644531,-6.524199523925781
1542519804.231932,-2.5163059448242184,7.620743884277343,-6.552929943847656
1542519804.237349,-2.501940734863281,7.615955480957031,-6.524199523925781
1542519804.242734,-2.4684219116210935,7.738059765625,-6.584054565429687
1542519804.248119,-2.4851813232421875,7.666233715820312,-6.572083557128906
1542519804.253501,-2.4205378784179685,7.71890615234375,-6.509834313964843
1542519804.258891,-2.4947581298828125,7.692569934082031,-6.452373474121093
1542519804.264285,-2.4851813232421875,7.510610607910156,-6.5601125488281244
1542519804.269681,-2.4899697265625,7.678204724121093,-6.5505357421875
1542519804.27507,-2.4899697265625,7.807491613769531,-6.5409589355468745
1542519804.280466,-2.3487118286132813,7.625532287597656,-6.5505357421875
1542519804.285857,-2.4899697265625,7.587225061035156,-6.53138212890625
1542519804.291231,-2.3056161987304686,7.6614453125,-6.562506750488281
1542519804.296611,-2.4157494750976563,7.666233715820312,-6.438008264160156
1542519804.301996,-2.5617957763671875,7.723694555664062,-6.469132885742187
1542519804.307383,-2.530671154785156,7.6614453125,-6.5768719604492185
1542519804.312775,-2.5043349365234375,7.615955480957031,-6.552929943847656
1542519804.318202,-2.480392919921875,7.7979148071289055,-6.5601125488281244
1542519804.323594,-2.4851813232421875,7.68059892578125,-6.524199523925781
1542519804.328983,-2.5378537597656248,7.577648254394531,-6.543353137207031
1542519804.334363,-2.5953145996093747,7.6614453125,-6.519411120605469
1542519804.339745,-2.4947581298828125,7.520187414550781,-6.555324145507812
1542519804.345126,-2.480392919921875,7.711723547363281,-6.629544396972656
1542519804.350519,-2.4779987182617185,7.673416320800781,-6.505045910644531
1542519804.355911,-2.5234885498046875,7.675810522460937,-6.509834313964843
1542519804.361302,-2.50912333984375,7.6279264892578125,-6.682216833496093
1542519804.366696,-2.602497204589844,7.687781530761718,-6.533776330566406
1542519804.372087,-2.5258827514648434,7.7787611938476555,-6.56968935546875
1542519804.37748,-2.454056701660156,7.781155395507812,-6.4834980957031245
1542519804.382862,-2.4851813232421875,7.601590270996093,-6.45476767578125
1542519804.388246,-2.4756045166015626,7.68059892578125,-6.528987927246093
1542519804.393628,-2.5163059448242184,7.675810522460937,-6.543353137207031
1542519804.399022,-2.3032219970703123,7.690175732421874,-6.58884296875
1542519804.404411,-2.482787121582031,7.809885815429687,-6.519411120605469
1542519804.409804,-2.4779987182617185,7.766790185546874,-6.6271501953125
1542519804.415196,-2.3127988037109373,7.783549597167968,-6.452373474121093
1542519804.420612,-2.4851813232421875,7.711723547363281,-6.584054565429687
1542519804.426003,-2.47081611328125,7.666233715820312,-6.347028601074219
1542519804.431514,-2.4779987182617185,7.726088757324218,-6.512228515625
1542519804.436915,-2.4756045166015626,7.5465236328125,-6.53138212890625
1542519804.442309,-2.5067291381835934,7.706935144042968,-6.500257507324219
1542519804.447705,-2.310404602050781,7.733271362304687,-6.603208178710937
1542519804.453092,-2.5953145996093747,7.632714892578124,-6.471527087402343
1542519804.458481,-2.5713725830078125,7.7763669921875,-6.440402465820312
1542519804.463863,-2.5665841796874997,7.551312036132812,-6.624755993652343
1542519804.469249,-2.50912333984375,7.52737001953125,-6.675034228515624
1542519804.474639,-2.492363928222656,7.785943798828124,-6.5026517089843745
1542519804.480031,-2.518700146484375,7.68059892578125,-6.528987927246093
1542519804.485425,-2.308010400390625,7.596801867675781,-6.45476767578125
1542519804.490819,-2.4756045166015626,7.52737001953125,-6.58884296875
1542519804.49621,-2.4947581298828125,7.682993127441406,-6.64630380859375
1542519804.501599,-2.5067291381835934,7.809885815429687,-6.660669018554687
1542519804.506989,-2.5163059448242184,7.522581616210937,-6.586448767089843
1542519804.512371,-2.482787121582031,7.685387329101562,-6.514622717285156
1542519804.517789,-2.4875755249023435,7.785943798828124,-6.543353137207031
1542519804.523184,-2.602497204589844,7.6470801025390625,-6.6343328002929685
1542519804.528578,-2.4684219116210935,7.752424975585937,-6.5409589355468745
1542519804.53397,-2.300827795410156,7.675810522460937,-6.461950280761719
1542519804.539351,-2.4756045166015626,7.694964135742187,-6.639121203613281
1542519804.544738,-2.501940734863281,7.6470801025390625,-6.514622717285156
1542519804.550119,-2.482787121582031,7.673416320800781,-6.488286499023437
1542519804.555501,-2.6001030029296874,7.656656909179687,-6.5409589355468745
1542519804.560896,-2.4396914916992185,7.673416320800781,-6.555324145507812
1542519804.56629,-2.499546533203125,7.709329345703124,-6.636727001953124
1542519804.571679,-2.47081611328125,7.682993127441406,-6.5505357421875
1542519804.577073,-2.6001030029296874,7.60398447265625,-6.4739212890625
1542519804.582463,-2.4779987182617185,7.548917834472656,-6.5385647338867185
1542519804.587852,-2.360682836914062,7.632714892578124,-6.545747338867187
1542519804.593231,-2.501940734863281,7.536946826171874,-6.643909606933593
1542519804.598615,-2.5354595581054684,7.706935144042968,-6.543353137207031
1542519804.603996,-2.4779987182617185,7.704540942382812,-6.612784985351562
1542519804.609388,-2.4947581298828125,7.666233715820312,-6.461950280761719
1542519804.614778,-2.5737667846679684,7.524975817871093,-6.567295153808593
1542519804.620205,-2.6048914062499997,7.6614453125,-6.536170532226562
1542519804.62559,-2.50912333984375,7.802703210449218,-6.655880615234374
1542519804.630979,-2.47081611328125,7.802703210449218,-6.4643444824218745
1542519804.636364,-2.499546533203125,7.71890615234375,-6.4739212890625
1542519804.641743,-2.5258827514648434,7.726088757324218,-6.48589229736328
1542519804.647132,-2.463633508300781,7.685387329101562,-6.440402465820312
1542519804.652521,-2.308010400390625,7.644685900878906,-6.5409589355468745
1542519804.657913,-2.5067291381835934,7.682993127441406,-6.5601125488281244
1542519804.663307,-2.4971523315429685,7.64229169921875,-6.294356164550781
1542519804.668698,-2.50912333984375,7.6997525390625,-6.552929943847656
1542519804.674084,-2.4564509033203126,7.781155395507812,-6.710947253417968
1542519804.679475,-2.492363928222656,7.510610607910156,-6.48589229736328
1542519804.684854,-2.308010400390625,7.671022119140624,-6.6702458251953125
1542519804.690241,-2.5809493896484375,7.64229169921875,-6.6893994384765625
1542519804.695626,-2.482787121582031,7.687781530761718,-6.617573388671874
1542519804.701048,-2.4756045166015626,7.589619262695312,-6.459556079101562
1542519804.706444,-2.5067291381835934,7.532158422851562,-6.725312463378906
1542519804.711838,-2.492363928222656,7.807491613769531,-6.509834313964843
1542519804.717249,-2.5378537597656248,7.5465236328125,-6.517016918945312
1542519804.722641,-2.480392919921875,7.6997525390625,-6.6319385986328125
1542519804.728145,-2.5905261962890624,7.671022119140624,-6.5385647338867185
1542519804.733545,-2.6048914062499997,7.809885815429687,-6.4739212890625
1542519804.738938,-2.6048914062499997,7.529764221191406,-6.552929943847656
1542519804.74433,-2.480392919921875,7.673416320800781,-6.581660363769531
1542519804.749721,-2.501940734863281,7.709329345703124,-6.725312463378906
1542519804.755102,-2.480392919921875,7.649474304199218,-6.603208178710937
1542519804.760488,-2.5953145996093747,7.510610607910156,-6.60799658203125
1542519804.76587,-2.501940734863281,7.601590270996093,-6.49307490234375
1542519804.771261,-2.5522189697265625,7.728482958984374,-6.7037646484375
1542519804.776655,-2.5953145996093747,7.536946826171874,-6.514622717285156
1542519804.782046,-2.492363928222656,7.5537062377929685,-6.687005236816406
1542519804.78744,-2.501940734863281,7.71890615234375,-6.481103894042969
1542519804.792831,-2.463633508300781,7.635109094238281,-6.4834980957031245
1542519804.798219,-2.4660277099609376,7.762001782226562,-6.4475850708007805
1542519804.803602,-2.4133552734375,7.64229169921875,-6.5505357421875
1542519804.808984,-2.5522189697265625,7.694964135742187,-6.512228515625
1542519804.814364,-2.5067291381835934,7.802703210449218,-6.509834313964843
1542519804.819785,-2.3391350219726563,7.687781530761718,-6.543353137207031
1542519804.825183,-2.4588451049804685,7.687781530761718,-6.586448767089843
1542519804.830574,-2.5067291381835934,7.682993127441406,-6.533776330566406
1542519804.835966,-2.4875755249023435,7.687781530761718,-6.629544396972656
1542519804.84135,-2.403778466796875,7.702146740722656,-6.505045910644531
1542519804.846735,-2.473210314941406,7.671022119140624,-6.545747338867187
1542519804.852116,-2.482787121582031,7.601590270996093,-6.459556079101562
1542519804.8575,-2.5330653564453125,7.520187414550781,-6.512228515625
1542519804.86289,-2.4564509033203126,7.659051110839843,-6.579266162109374
1542519804.868281,-2.4875755249023435,7.532158422851562,-6.572083557128906
1542519804.873672,-2.5737667846679684,7.6997525390625,-6.60799658203125
1542519804.879063,-2.427720483398437,7.529764221191406,-6.629544396972656
1542519804.884454,-2.521094348144531,7.68059892578125,-6.574477758789062
1542519804.889845,-2.592920397949219,7.536946826171874,-6.6702458251953125
1542519804.895226,-2.50912333984375,7.675810522460937,-6.509834313964843
1542519804.900612,-2.5330653564453125,7.807491613769531,-6.555324145507812
1542519804.906007,-2.4971523315429685,7.522581616210937,-6.715735656738281
1542519804.911397,-2.602497204589844,7.52737001953125,-6.720524060058593
1542519804.916791,-2.4875755249023435,7.654262707519531,-6.6702458251953125
1542519804.922214,-2.482787121582031,7.5537062377929685,-6.732495068359374
1542519804.927599,-2.499546533203125,7.615955480957031,-6.622361791992187
1542519804.93298,-2.50912333984375,7.584830859375,-6.4834980957031245
1542519804.938364,-2.492363928222656,7.663839514160156,-6.545747338867187
1542519804.943748,-2.4684219116210935,7.704540942382812,-6.562506750488281
1542519804.949142,-2.482787121582031,7.706935144042968,-6.536170532226562
1542519804.954535,-2.4899697265625,7.577648254394531,-6.5768719604492185
1542519804.959926,-2.492363928222656,7.513004809570312,-6.56968935546875
1542519804.965318,-2.540247961425781,7.785943798828124,-6.696582043457031
1542519804.970707,-2.578555187988281,7.513004809570312,-6.682216833496093
1542519804.976095,-2.437297290039062,7.769184387207031,-6.505045910644531
1542519804.981478,-2.492363928222656,7.644685900878906,-6.60799658203125
1542519804.986859,-2.549824768066406,7.781155395507812,-6.445190869140625
1542519804.992244,-2.4396914916992185,7.522581616210937,-6.734889270019531
1542519804.997645,-2.4851813232421875,7.656656909179687,-6.572083557128906
1542519805.003035,-2.461239306640625,7.618349682617187,-6.48589229736328
1542519805.008431,-2.47081611328125,7.639897497558593,-6.679822631835937
1542519805.013819,-2.511517541503906,7.79552060546875,-6.60799658203125
1542519805.01932,-2.4588451049804685,7.685387329101562,-6.4475850708007805
1542519805.024718,-2.5450363647460934,7.563283044433593,-6.469132885742187
1542519805.030102,-2.3630770385742186,7.632714892578124,-6.730100866699218
1542519805.035481,-2.518700146484375,7.671022119140624,-6.610390783691406
1542519805.040864,-2.4971523315429685,7.687781530761718,-6.730100866699218
1542519805.046251,-2.492363928222656,7.529764221191406,-6.701370446777343
1542519805.051642,-2.3247698120117186,7.671022119140624,-6.677428430175781
1542519805.057036,-2.5139117431640625,7.635109094238281,-6.574477758789062
1542519805.062431,-2.4684219116210935,7.663839514160156,-6.7085530517578125
1542519805.067824,-2.4349030883789062,7.6997525390625,-6.579266162109374
1542519805.073213,-2.47081611328125,7.60398447265625,-6.53138212890625
1542519805.078599,-2.499546533203125,7.735665563964844,-6.572083557128906
1542519805.083983,-2.4564509033203126,7.635109094238281,-6.4475850708007805
