time,x,y,z
1542662126.236594,0.5506663818359374,9.481038574218749,-1.7238251953125
1542662126.295933,0.59376201171875,9.758765966796874,-1.8746598999023436
1542662126.299212,0.6536170532226562,10.026916552734374,-1.9393033447265624
1542662126.302496,0.6823474731445313,9.79946739501953,-1.7477672119140624
1542662126.305762,0.6607996582031249,9.418789331054686,-1.707065783691406
1542662126.309042,0.46208092041015625,9.631873278808593,-1.848323681640625
1542662126.312312,0.6105214233398437,9.775525378417969,-1.7621324218749999
1542662126.315579,0.5817910034179687,9.813832604980469,-1.7238251953125
1542662126.318848,0.6847416748046875,9.600748657226562,-1.6136919189453125
1542662126.322118,0.6607996582031249,9.631873278808593,-1.6448165405273436
1542662126.325495,0.565031591796875,9.624690673828125,-1.6136919189453125
1542662126.32876,0.45968671875,9.909600671386718,-1.5777788940429687
1542662126.332031,0.4644751220703125,9.686939916992188,-1.6831237670898436
1542662126.335301,0.5913678100585937,9.579200842285156,-1.5634136840820312
1542662126.338568,0.7517793212890624,9.64623848876953,-1.6160861206054686
1542662126.341846,0.5578489868164063,9.698910925292969,-1.426944189453125
1542662126.345111,0.6081272216796875,9.830592016601562,-1.6017209106445311
1542662126.348379,0.5410895751953124,9.624690673828125,-1.4604630126953124
1542662126.351656,0.6536170532226562,9.550470422363281,-1.5442600708007812
1542662126.354924,0.5434837768554687,9.557653027343749,-1.5203180541992187
1542662126.358195,0.6248866333007812,9.725247143554688,-1.6208745239257811
1542662126.361464,0.5530605834960938,9.706093530273437,-1.6831237670898436
1542662126.364738,0.63206923828125,9.617508068847656,-1.6903063720703124
1542662126.368003,0.5793968017578125,9.6151138671875,-1.7836802368164062
1542662126.371306,0.6296750366210937,9.706093530273437,-1.7405846069335937
1542662126.374577,0.6248866333007812,9.74200655517578,-1.7764976318359373
1542662126.377844,0.6248866333007812,9.756371765136718,-1.7334020019531249
1542662126.381121,0.63206923828125,9.660603698730467,-1.7334020019531249
1542662126.384388,0.6009446166992187,9.619902270507811,-1.8435352783203125
1542662126.387665,0.6200982299804687,9.739612353515625,-1.9919757812499999
1542662126.390943,0.6919242797851562,9.746794958496093,-1.7214309936523438
1542662126.39421,0.612915625,9.679757312011718,-1.8243816650390623
1542662126.397482,0.6392518432617187,9.789890588378906,-1.8076222534179687
1542662126.400749,0.6248866333007812,9.667786303710937,-1.70467158203125
1542662126.404,0.6536170532226562,9.643844287109374,-1.7836802368164062
1542662126.40725,0.4836287353515625,9.694122521972655,-1.8267758666992187
1542662126.410632,0.6272808349609375,9.641450085449218,-1.7860744384765623
1542662126.413923,0.63206923828125,9.641450085449218,-1.8124106567382812
1542662126.417189,0.6344634399414062,9.667786303710937,-1.6448165405273436
1542662126.420465,0.5985504150390625,9.648632690429688,-1.7190367919921874
1542662126.423735,0.5626373901367188,9.634267480468749,-1.7238251953125
1542662126.426998,0.6105214233398437,9.660603698730467,-1.6352397338867186
1542662126.430267,0.6105214233398437,9.68454571533203,-1.6160861206054686
1542662126.433533,0.6248866333007812,9.670180505371093,-1.5035586425781249
1542662126.436802,0.612915625,9.562441430664062,-1.68551796875
1542662126.440069,0.6200982299804687,9.682151513671874,-1.7262193969726563
1542662126.443343,0.5482721801757812,9.686939916992188,-1.7214309936523438
1542662126.446612,0.6536170532226562,9.682151513671874,-1.6208745239257811
1542662126.449894,0.6057330200195312,9.641450085449218,-1.656787548828125
1542662126.453158,0.6200982299804687,9.672574707031249,-1.5825672973632812
1542662126.456409,0.5530605834960938,9.739612353515625,-1.7525556152343749
1542662126.459669,0.5985504150390625,9.651026892089844,-1.7310078002929687
1542662126.462947,0.603338818359375,9.662997900390625,-1.8004396484374998
1542662126.466212,0.4908113403320312,9.624690673828125,-1.838746875
1542662126.469482,0.6272808349609375,9.670180505371093,-1.7525556152343749
1542662126.472849,0.5626373901367188,9.674968908691406,-1.7238251953125
1542662126.476123,0.5506663818359374,9.5384994140625,-1.7118541870117185
1542662126.479398,0.6823474731445313,9.658209497070311,-1.608903515625
1542662126.482681,0.6272808349609375,9.634267480468749,-1.8363526733398436
1542662126.485954,0.6177040283203125,9.507374792480467,-1.5682020874023437
1542662126.489221,0.63206923828125,9.708487731933593,-1.8291700683593748
1542662126.492498,0.6009446166992187,9.672574707031249,-1.7549498168945312
1542662126.495761,0.63206923828125,9.682151513671874,-1.9776105712890624
1542662126.499028,0.6703764648437499,9.68454571533203,-1.70467158203125
1542662126.502306,0.6105214233398437,9.636661682128906,-1.5729904907226562
1542662126.505574,0.5961562133789062,9.710881933593749,-1.7190367919921874
1542662126.508842,0.6560112548828124,9.68454571533203,-1.608903515625
1542662126.512107,0.5889736083984375,9.689334118652344,-1.8698714965820311
1542662126.515375,0.469263525390625,9.667786303710937,-1.7549498168945312
1542662126.518644,0.6153098266601562,9.698910925292969,-1.695094775390625
1542662126.521913,0.6631938598632812,9.698910925292969,-1.7262193969726563
1542662126.525187,0.6296750366210937,9.686939916992188,-1.7477672119140624
1542662126.528454,0.6631938598632812,9.651026892089844,-1.6041151123046875
1542662126.531722,0.718260498046875,9.603142858886718,-1.68551796875
1542662126.534987,0.6560112548828124,9.68454571533203,-1.6998831787109374
1542662126.53825,0.6009446166992187,9.581595043945311,-1.659181750488281
1542662126.541525,0.6512228515624999,9.677363110351562,-1.707065783691406
1542662126.544792,0.6248866333007812,9.730035546875,-1.8171990600585937
1542662126.548059,0.7015010864257812,9.694122521972655,-1.7190367919921874
1542662126.551328,0.63206923828125,9.409212524414063,-1.8052280517578123
1542662126.554592,0.5267243652343749,9.81862100830078,-1.8076222534179687
1542662126.557865,0.63206923828125,9.794678991699218,-1.6424223388671875
1542662126.56113,0.488417138671875,9.516951599121093,-1.7860744384765623
1542662126.564395,0.6584054565429687,9.648632690429688,-1.6017209106445311
1542662126.56767,0.5674257934570313,9.72285294189453,-1.8195932617187498
1542662126.570938,0.7350199096679687,10.120290417480469,-1.66636435546875
1542662126.574208,0.7565677246093749,9.567229833984374,-1.608903515625
1542662126.577469,0.603338818359375,9.265560424804686,-1.5777788940429687
1542662126.580743,0.679953271484375,9.763554370117188,-1.8507178833007811
1542662126.584009,0.5434837768554687,9.801861596679688,-1.7597382202148437
1542662126.587276,0.622492431640625,9.713276135253906,-1.8004396484374998
